,Maior65Anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,VariasLinhasTelefonicas,ServicoDeInternet,SegurancaOnline,BackupOnline,SeguroNoDispositivo,SuporteTecnico,TVaCabo,StreamingDeFilmes,TipoDeContrato,PagamentoOnline,FormaDePagamento,ContaMensal,Churn
2776,1,Sim,Nao,16,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoDeCredito,74.3,Sim
2777,0,Nao,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequeDigital,20.0,Nao
2778,0,Nao,Nao,13,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,UmAno,Sim,ChequePapel,74.65,Nao
2779,0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,85.35,Sim
2780,0,Nao,Nao,25,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,UmAno,Nao,ChequePapel,74.3,Sim
2781,1,Nao,Nao,7,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Sim,Nao,Sim,Mensalmente,Sim,ChequeDigital,44.4,Nao
2782,0,Sim,Sim,38,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,85.4,Nao
2783,0,Sim,Nao,43,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,94.1,Nao
2784,0,Nao,Sim,4,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,98.1,Sim
2785,0,Nao,Nao,25,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,ChequeDigital,108.9,Nao
2786,0,Nao,Sim,27,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,UmAno,Nao,ChequePapel,56.2,Nao
2787,0,Sim,Sim,72,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,26.1,Nao
2788,0,Nao,Sim,71,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Nao,Nao,UmAno,Sim,CartaoDeCredito,85.45,Nao
2789,0,Nao,Nao,24,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,CartaoDeCredito,88.95,Nao
2790,0,Nao,Nao,50,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Sim,Sim,DoisAnos,Sim,ChequeDigital,109.65,Sim
2791,0,Nao,Nao,57,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Sim,DebitoEmConta,74.35,Nao
2792,0,Nao,Nao,15,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,48.85,Nao
2793,0,Nao,Nao,4,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,80.1,Nao
2794,0,Nao,Nao,28,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,56.05,Nao
2795,1,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.55,Sim
2796,0,Sim,Nao,55,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,89.8,Nao
2797,0,Nao,Nao,3,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,100.95,Sim
2798,0,Nao,Nao,10,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,94.9,Sim
2799,0,Nao,Sim,55,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,19.1,Nao
2800,0,Sim,Sim,20,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.35,Nao
2801,0,Sim,Sim,62,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,UmAno,Sim,CartaoDeCredito,106.05,Nao
2802,1,Sim,Nao,32,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,104.9,Sim
2803,0,Nao,Nao,43,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,DebitoEmConta,19.65,Nao
2804,0,Sim,Nao,9,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,UmAno,Nao,DebitoEmConta,24.1,Sim
2805,0,Sim,Nao,60,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Nao,DebitoEmConta,59.85,Nao
2806,0,Sim,Nao,58,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,ChequeDigital,86.1,Nao
2807,0,Nao,Sim,7,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,19.45,Nao
2808,0,Sim,Sim,2,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,ChequeDigital,97.1,Nao
2809,1,Nao,Nao,37,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,36.65,Nao
2810,1,Sim,Sim,65,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,DebitoEmConta,103.9,Nao
2811,0,Sim,Sim,39,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.75,Nao
2812,0,Sim,Nao,66,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,UmAno,Sim,ChequeDigital,104.05,Sim
2813,0,Nao,Nao,68,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,24.55,Nao
2814,0,Sim,Sim,62,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Sim,Nao,DoisAnos,Nao,DebitoEmConta,48.7,Nao
2815,0,Nao,Nao,3,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Nao,Mensalmente,Sim,ChequePapel,88.35,Sim
2816,0,Sim,Nao,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Sim,ChequeDigital,109.55,Nao
2817,0,Sim,Nao,41,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,CartaoDeCredito,20.65,Nao
2818,0,Sim,Sim,29,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Nao,CartaoDeCredito,94.65,Sim
2819,0,Nao,Nao,4,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,55.2,Nao
2820,0,Nao,Nao,53,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,DebitoEmConta,24.05,Nao
2821,1,Sim,Nao,1,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.4,Sim
2822,0,Sim,Sim,41,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Mensalmente,Nao,CartaoDeCredito,79.9,Sim
2823,0,Sim,Nao,39,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,DebitoEmConta,20.45,Nao
2824,0,Sim,Nao,63,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.25,Nao
2825,0,Nao,Nao,15,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequeDigital,26.35,Nao
2826,0,Sim,Nao,13,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,UmAno,Nao,ChequeDigital,43.8,Nao
2827,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,50.15,Nao
2828,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,20.45,Nao
2829,1,Nao,Nao,8,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.7,Sim
2830,0,Nao,Nao,60,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,DoisAnos,Nao,ChequeDigital,61.4,Nao
2831,1,Sim,Nao,12,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,98.1,Sim
2832,0,Sim,Nao,40,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,UmAno,Nao,CartaoDeCredito,70.75,Nao
2833,0,Nao,Nao,66,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,DoisAnos,Sim,DebitoEmConta,61.15,Nao
2834,0,Sim,Sim,42,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,ChequePapel,20.25,Nao
2835,1,Nao,Nao,66,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Sim,CartaoDeCredito,63.85,Nao
2836,0,Nao,Nao,49,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Nao,ChequeDigital,98.7,Nao
2837,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.5,Sim
2838,0,Nao,Nao,41,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,20.0,Nao
2839,0,Sim,Sim,41,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,19.3,Nao
2840,0,Sim,Sim,23,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,ChequePapel,84.4,Nao
2841,0,Nao,Nao,3,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,25.1,Nao
2842,0,Nao,Nao,4,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Mensalmente,Nao,ChequePapel,48.25,Nao
2843,0,Sim,Sim,52,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.85,Nao
2844,1,Sim,Nao,4,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,99.6,Sim
2845,0,Nao,Nao,11,Sim,Nao,FibraOptica,Nao,Sim,Sim,Sim,Nao,Sim,Mensalmente,Sim,ChequeDigital,94.2,Nao
2846,0,Sim,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequePapel,62.15,Nao
2847,0,Sim,Nao,26,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,79.3,Nao
2848,0,Sim,Sim,24,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,UmAno,Sim,CartaoDeCredito,56.25,Nao
2849,0,Nao,Nao,12,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.3,Nao
2850,1,Sim,Nao,60,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,ChequeDigital,99.0,Nao
2851,0,Sim,Sim,64,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequePapel,90.6,Nao
2852,0,Sim,Nao,66,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,85.9,Nao
2853,0,Nao,Nao,60,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,UmAno,Sim,DebitoEmConta,79.2,Nao
2854,0,Sim,Sim,17,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Nao,UmAno,Sim,DebitoEmConta,70.35,Nao
2855,0,Sim,Sim,42,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,19.35,Nao
2856,0,Nao,Nao,1,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,50.15,Nao
2857,0,Sim,Sim,47,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Sim,DoisAnos,Nao,DebitoEmConta,63.8,Nao
2858,0,Sim,Nao,10,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Sim,ChequePapel,20.55,Nao
2859,1,Sim,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,88.55,Nao
2860,1,Nao,Nao,67,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,CartaoDeCredito,101.4,Nao
2861,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,81.95,Sim
2862,0,Sim,Nao,7,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.35,Sim
2863,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,44.6,Nao
2864,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mensalmente,Sim,DebitoEmConta,63.75,Nao
2865,0,Sim,Sim,66,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Nao,DebitoEmConta,109.25,Nao
2866,0,Nao,Nao,12,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,84.6,Nao
2867,0,Nao,Nao,24,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Nao,CartaoDeCredito,20.45,Nao
2868,0,Nao,Nao,26,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,85.75,Nao
2869,0,Nao,Nao,6,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,91.1,Sim
2870,0,Sim,Nao,57,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,ChequeDigital,107.95,Nao
2871,0,Sim,Nao,14,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,ChequeDigital,86.1,Sim
2872,0,Sim,Sim,42,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequeDigital,22.95,Nao
2873,0,Nao,Nao,25,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,94.7,Sim
2874,0,Sim,Nao,64,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,CartaoDeCredito,19.45,Nao
2875,0,Sim,Nao,22,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,85.1,Sim
2876,0,Nao,Nao,19,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,CartaoDeCredito,19.7,Nao
2877,0,Sim,Sim,61,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,99.15,Sim
2878,0,Sim,Nao,22,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,87.0,Nao
2879,1,Sim,Nao,70,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,102.95,Sim
2880,0,Nao,Nao,12,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,79.95,Nao
2881,0,Sim,Nao,31,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,UmAno,Sim,ChequeDigital,64.0,Nao
2882,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,64.9,Nao
2883,0,Sim,Sim,68,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,25.75,Nao
2884,1,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,90.15,Nao
2885,1,Nao,Nao,67,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,CartaoDeCredito,116.1,Nao
2886,0,Nao,Nao,60,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,DebitoEmConta,104.95,Nao
2887,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequePapel,45.05,Sim
2888,1,Nao,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,71.0,Sim
2889,0,Sim,Sim,58,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Nao,Sim,Nao,UmAno,Nao,ChequePapel,50.0,Nao
2890,1,Sim,Sim,47,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,70.55,Sim
2891,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,79.7,Sim
2892,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,Mensalmente,Nao,ChequePapel,20.45,Nao
2893,0,Nao,Nao,22,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequeDigital,59.0,Sim
2894,0,Nao,Nao,48,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,UmAno,Sim,CartaoDeCredito,60.35,Sim
2895,0,Sim,Nao,37,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,DebitoEmConta,19.85,Nao
2896,0,Nao,Nao,13,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,UmAno,Sim,ChequeDigital,19.95,Nao
2897,0,Nao,Nao,43,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,DebitoEmConta,26.45,Nao
2898,0,Nao,Nao,6,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequePapel,63.4,Nao
2899,0,Nao,Nao,71,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Nao,DebitoEmConta,53.95,Nao
2900,1,Sim,Sim,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.25,Sim
2901,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Nao,Nao,Sim,Nao,DoisAnos,Sim,ChequeDigital,95.1,Nao
2902,1,Nao,Nao,6,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.1,Nao
2903,0,Sim,Sim,12,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Nao,ChequePapel,35.5,Nao
2904,0,Nao,Nao,25,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,ChequePapel,70.95,Sim
2905,0,Sim,Nao,21,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Nao,Nao,UmAno,Nao,ChequeDigital,79.2,Nao
2906,0,Sim,Sim,6,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Sim,ChequePapel,48.8,Nao
2907,0,Sim,Nao,20,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequePapel,89.0,Sim
2908,0,Sim,Nao,18,Sim,Sim,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,99.4,Sim
2909,0,Nao,Nao,43,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,UmAno,Nao,ChequeDigital,55.45,Nao
2910,0,Sim,Sim,35,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,CartaoDeCredito,25.4,Nao
2911,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,73.5,Sim
2912,1,Sim,Nao,32,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequeDigital,93.5,Nao
2913,0,Nao,Nao,52,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,63.9,Nao
2914,0,Nao,Nao,32,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,64.85,Nao
2915,0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,63.8,Nao
2916,0,Nao,Nao,51,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,CartaoDeCredito,44.45,Nao
2917,0,Sim,Sim,68,Sim,Nao,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Sim,DebitoEmConta,19.95,Nao
2918,1,Sim,Nao,8,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,ChequePapel,43.35,Nao
2919,0,Sim,Nao,49,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Sim,DoisAnos,Nao,CartaoDeCredito,49.65,Nao
2920,0,Sim,Nao,72,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,ChequePapel,85.1,Nao
2921,0,Nao,Nao,9,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequeDigital,95.5,Sim
2922,0,Sim,Nao,28,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,ChequePapel,92.35,Sim
2923,0,Nao,Nao,54,Sim,Nao,FibraOptica,Sim,Nao,Sim,Nao,Sim,Nao,Mensalmente,Nao,ChequePapel,89.8,Nao
2924,0,Nao,Nao,11,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,74.55,Sim
2925,0,Sim,Sim,50,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,UmAno,Nao,ChequePapel,103.05,Nao
2926,0,Sim,Nao,69,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,ChequeDigital,116.0,Nao
2927,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,ChequeDigital,69.9,Nao
2928,0,Sim,Sim,68,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Nao,Sim,DoisAnos,Nao,DebitoEmConta,95.1,Nao
2929,0,Nao,Sim,40,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Nao,Nao,UmAno,Nao,ChequePapel,40.25,Nao
2930,0,Sim,Sim,31,Sim,Sim,Nao,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,SemServicoDeInternet,DoisAnos,Nao,ChequePapel,25.75,Nao
